Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
OMGFHJJVBNGXBW-UHFFFAOYNA-N,CHEMBL494316,1813,A,6.14,chembl20,539776,9606,DRD2,1171,N1(CC2=C(C1)C=CC=C2)C(=O)CCCCCN3CCN(C4=C(C=CC=C4)OC)CC3
OMLKVBCFEFXJLV-SSRCATFRNA-N,CHEMBL164979,1813,A,7.41,chembl20,60370,9606,DRD2,1171,C=1(N=CC=CN1)N[C@H]2CC[C@@H](CC2)CCN(CCC3=CC=CC=C3)C
OMNWLCKJJCHDRR-UHFFFAOYNA-N,CHEMBL42810,24318,A,6.97,chembl20,62555,10116,DRD2,1171,N1(C(N2CCCC2C1=O)=O)CCCCN3CCN(CC3)C=4C(OC)=CC=CC4
OMQYELRKBALQJF-GXTWGEPZNA-N,CHEMBL98836,1813,A,7.13,chembl20,61630,9606,DRD2,1171,C=12[C@@H]3[C@@H](N(CCC)CCO3)CSC1C=CC(=C2)O
OMQYELRKBALQJF-GXTWGEPZNA-N,CHEMBL98836,24318,A,6.91,chembl20,61785,10116,DRD2,1171,C=12[C@@H]3[C@@H](N(CCC)CCO3)CSC1C=CC(=C2)O
OMQYELRKBALQJF-JSGCOSHPNA-N,CHEMBL98197,1813,A,6.07,chembl20,61630,9606,DRD2,1171,C=12[C@H]3[C@@H](N(CCC)CCO3)CSC1C=CC(=C2)O
OMQYELRKBALQJF-TZMCWYRMNA-N,CHEMBL98305,1813,A,8.94,chembl20,61630,9606,DRD2,1171,C=12[C@@H]3[C@H](N(CCC)CCO3)CSC1C=CC(=C2)O
OMQYELRKBALQJF-TZMCWYRMNA-N,CHEMBL98305,24318,A,10.89,chembl20,61785,10116,DRD2,1171,C=12[C@@H]3[C@H](N(CCC)CCO3)CSC1C=CC(=C2)O
OMQYELRKBALQJF-UHFFFAOYNA-N,CHEMBL330216,1813,A,6.27,chembl20,61634,9606,DRD2,1171,C=12C3C(N(CCC)CCO3)CSC1C=CC(=C2)O
OMRFHGXPJWNBFO-UHFFFAOYNA-N,71508711,1813,A,6.08092,pubchem,726787,9606,DRD2,1171,N1(CCC(CC1)C=2C3=C(N(C2)C=4C=CN=CC4)C=CC(=C3)C=5C=NC=NC5)C
OMUROYYYQISPJN-LELJVTLKNA-N,CHEMBL79668,24318,A,5.64,chembl20,61762,10116,DRD2,1171,S(=NC1=CC=C(C#CCCCN2CCC(CC3=CC=CC=C3)CC2)C=C1)(O)(=O)C
OUQCDNRPXRIJIM-UHFFFAOYNA-N,CHEMBL142147,24318,A,6.57,chembl20,61446,10116,DRD2,1171,N1(C(=NC(=C1)CN2CCN(CC2)C=3C(OCC)=CC=CC3)C=4C=CC(=CC4)F)C5=CC=C(C=C5)F
OUQDABCGMQSKTI-IVRKQUHDNA-N,CHEMBL540865,24318,A,6.15,chembl20,63032,10116,DRD2,1171,C12(C(=O)OCCN3CCN(C=4N=CC=CN4)CC3)C[C@H]5C[C@@H](C1)C[C@@H](C2)C5
OUSKSBFRBAHODU-UHFFFAOYNA-N,44435089,24318,A,7.79588,pubchem,301038,10116,DRD2,1171,ClC1=CC=C(S(=O)(=O)NC2CCC(CC2)CCN3CCC(NC4=CC(=CC=C4)C(F)(F)F)CC3)C=C1
OUSKSBFRBAHODU-UILWBTOONA-N,CHEMBL393556,24318,A,7.8,chembl20,449064,10116,DRD2,1171,C1C[C@H](CCN2CCC(CC2)NC=3C=CC=C(C3)C(F)(F)F)CC[C@H]1NS(C4=CC=C(C=C4)Cl)(=O)=O
OUSYTGMUXWLOBH-UHFFFAOYNA-N,CHEMBL130327,24318,A,8.36,chembl20,62422,10116,DRD2,1171,N1C2=CC=C(C=C2C(CCCCN3CCC(=CC3)C4=CC=CC=C4)=C1)OC
OUTHAVMRGGWPSK-UHFFFAOYNA-N,CHEMBL307163,24318,A,6.04,chembl20,61418,10116,DRD2,1171,C1(=NC2=C(C=CC=C2)NC=3C1=CC(OS(=O)(=O)C)=CC3)N4CCN(CC4)C
OUTQVQKOJHLKNN-UHFFFAOYNA-N,CHEMBL136553,24318,A,7.21,chembl20,61763,10116,DRD2,1171,C1=2C(C(C3=CC=CC=C3)CC1N4CCN(CC4)C)=CC=C(C2)Cl
OUTYMWDDJORZOH-AWEZNQCLNA-N,CHEMBL404136,24318,A,6.12,chembl20,461138,10116,DRD2,1171,C1(=CC2=C3[C@H](CC4=C(C3=C1OC)C=C(OC)C(OC)=C4)N(CC2)C)O
OUUAJIUTRKTKJF-UYBDAZJANA-N,CHEMBL313662,24318,A,5.96,chembl20,58699,10116,DRD2,1171,C=12C(=NN(C1)C(C)C)NC=3C=CC(=CC3N=C2N4CCN(CC4)C)F
OUUMIQPKQSKHBW-LNNLXFCONA-N,CHEMBL1223617,1813,A,7.77,chembl20,652613,9606,DRD2,1171,N=1C(=CC=CC1)NCCCCN2CCN(CC2)C3=CC(=CC=C3)C(F)(F)F
OUUMPVSFLSOGJZ-BYYGHKANNA-N,CHEMBL165679,1813,A,8.28,chembl20,60370,9606,DRD2,1171,N1(CCN(CC1)CC[C@H]2CC[C@H](NC=3N=CC=CN3)CC2)C=4C=CC=CC4
OUUMPVSFLSOGJZ-ZLBRUUTINA-N,CHEMBL3084971,1813,A,7.55,chembl20,60370,9606,DRD2,1171,N1(CCN(CC1)CC[C@@H]2CC[C@H](NC=3N=CC=CN3)CC2)C=4C=CC=CC4
OUUUNAYRTYOQRC-UHFFFAOYNA-N,CHEMBL134423,1813,A,7.0,chembl20,58622,9606,DRD2,1171,[CH2]C(N1CCN(CC1)C2=CC=CC=C2)C[CH2]
OUXGCTLOLJELQS-LELJVTLKNA-N,CHEMBL1098287,24318,A,6.02,chembl20,627832,10116,DRD2,1171,C1(N(C(C2(CCCC=3C=CC=CC32)N1)=O)CCCN4CCN(CC4)C=5C(=CC=CC5)OC)=O
OUXSXBHPMQCPQT-BNIUXKGSNA-N,CHEMBL127234,1813,A,7.74,chembl20,60074,9606,DRD2,1171,N1(C2=C(OC)C=CC=C2)CCN(CC1)CC=3C(CNC(/C=C/C4=CC=CC=C4)=O)=CC=CC3
OVCZXWAILUTIOQ-LELJVTLKNA-N,CHEMBL196476,1813,A,6.43,chembl20,60208,9606,DRD2,1171,C=1(OC2=C(C1)C=CC=C2OC)C(NCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl)=O
OVCZXWAILUTIOQ-LELJVTLKNA-N,CHEMBL196476,24318,A,6.14,chembl20,320926,10116,DRD2,1171,C=1(OC2=C(C1)C=CC=C2OC)C(NCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl)=O
ONUMGROJBFLQKF-UHFFFAOYNA-N,CHEMBL246854,1813,A,7.27,chembl20,453340,9606,DRD2,1171,C1=CC=C2OC=C(C2=C1)CN3CCC(CC3)(C4=CC=C(C=C4)SC)O
ONVAFCPNRHAADQ-HXTKINSTNA-N,CHEMBL91821,1813,A,6.55,chembl20,60061,9606,DRD2,1171,C=1(N(C(C2=CC=CC=C2)=C(N1)C)C3CCN(CC3)CC4=CC=CC=C4)O
ONVPKPUWGYFERX-QPJJXVBHNA-N,CHEMBL133085,1813,A,7.97,chembl20,61343,9606,DRD2,1171,O1C2=C(C=CC=C2O)CC(C1)N(C/C=C/I)CCC
ONWXXZNGMBXUOA-PKRZOPRNNA-N,CHEMBL1774066,1813,A,9.0,chembl20,745646,9606,DRD2,1171,C=1C=CC(=C(Cl)C1Cl)N2CCN(CCCCOC3=NC=4C(C=N3)=CC=C(N4)O)CC2
OOCMBXNFNITKHR-LQFNOIFHNA-N,CHEMBL12285,24318,A,5.72,chembl20,62419,10116,DRD2,1171,N12C(=NC3=C1C(=CC=C3)CC(C2)N(CC4=CC=CC=C4)CCC)O
OOHASZCAJGUYFP-LELJVTLKNA-N,CHEMBL423024,24318,A,6.42,chembl20,58716,10116,DRD2,1171,N1(C(=C(C2CCN(CC2)CCN3C(NCC3)=O)C=4C1=CC=CC4)C)C5=CC=C(C=C5)F
OSVMSQACZRYAPT-UHFFFAOYNA-N,CHEMBL100086,24318,A,5.32,chembl20,61742,10116,DRD2,1171,N1(C2CCC(CC2)(C3=CC=4OCOC4C=C3)O)CCN(CC1)CC=5C=C(OC)C=CC5
OTBGSMLTKVRBTA-UHFFFAOYNA-N,CHEMBL545695,1813,A,5.78,chembl20,59785,9606,DRD2,1171,C=1(C(C2(OC1)CCN(CC2)CC=3C=CC(F)=CC3)=O)C4=CC=C(C=C4)F
OTCAUALNGZOKLN-ZUNOGOGGNA-N,CHEMBL566379,1813,A,7.35,chembl20,599588,9606,DRD2,1171,C(NCCCC1CC=2NC3=C(C2CC1)C=C(C=C3)F)[C@H]4COC=5C6=C(C=CC5O4)NC(C6)=O
OTEFKTISRAMNKM-BEOKMAOZNA-N,46889015,1813,A,8.20066,pubchem,479242,9606,DRD2,1171,O1[C@H](CN2CC3C(C(CC3)C2)CC4=CC=5NC(=O)CCC5C=C4)COC6=C1C=CC=7NC(=O)CC67
OTEIKDZGZUYQLL-UHFFFAOYNA-N,CHEMBL109268,24318,A,6.19,chembl20,63064,10116,DRD2,1171,C12=C3NCCC3=CC=C1CCC(C2)N(CCC)CCC
OTFGIKBDQRIECS-LSSLECHXNA-N,56837419,1813,A,7.85387,pubchem,634165,9606,DRD2,1171,O(C=1C(N2CCN(CC2)CCCCNC(=O)C=3C=CC(=CC3)COCCOCCOCCOCCOCCOCC4=CC=C(C(=O)NCCCCN5CCN(CC5)C=6C(OC)=CC=CC6)C=C4)=CC=CC1)C
OTIQETSFLFLTJQ-UHFFFAOYNA-N,CHEMBL1080846,1813,A,7.9,chembl20,622007,9606,DRD2,1171,C1C2(C3=CC=C(C(=C3)Cl)Cl)C(CN1CCCSC4=NN=C(C5=C(N=CO5)C)N4C)C2
OTKMWMJOFBUWDJ-UHFFFAOYNA-N,CHEMBL83787,24318,A,6.0,chembl20,61769,10116,DRD2,1171,S1(N(C=2C=CC=C3C2C1=CC=C3)CCCN4CC=C(CC4)C5=CC=CC=C5)(=O)=O
OTKUTGIVEREJLL-UHFFFAOYNA-N,CHEMBL90882,1813,A,8.6,chembl20,61474,9606,DRD2,1171,C=1(C2=C(OC=3C(C1)=CC=CC3)C=CC(=C2)Cl)N4CCN(CC4)C
OTKZOEOQKWTXMD-GHTZIAJQNA-N,CHEMBL1081867,1813,A,6.7,chembl20,622007,9606,DRD2,1171,C1[C@@]2([C@H](CN1CCCSC=3N(C)C(C4=CN=NC=C4)=NN3)C2)C5=CC=C(C=C5)C(F)(F)F
OTKZOEOQKWTXMD-GHTZIAJQNA-N,CHEMBL1081867,24318,A,8.7,chembl20,622011,10116,DRD2,1171,C1[C@@]2([C@H](CN1CCCSC=3N(C)C(C4=CN=NC=C4)=NN3)C2)C5=CC=C(C=C5)C(F)(F)F
OTNVAWFTTKQJMY-CQSZACIVNA-N,44567582,24318,A,7.26201,pubchem,385420,10116,DRD2,1171,S(C=1C=C2C=3[C@H](N(CC2)C)CC=4C(C3C1)=C(O)C(O)=CC4)C
OPKWRJFGFHYVMY-UHFFFAOYNA-N,CHEMBL274410,24318,A,5.57,chembl20,62873,10116,DRD2,1171,C12=C(C3=CC=CC=C3N1)CCN(C2)CCCC=4C=NC=CC4
OPLHOPJAFJJLPX-HNNXBMFYNA-N,CHEMBL320397,1813,A,6.95,chembl20,942281,9606,DRD2,1171,N12[C@H](C=3C=C(OC)C(=CC3CC1)O)CC=4C(C2)=C(C(=CC4)O)OC
OPNMLXKOFJADTH-LELJVTLKNA-N,CHEMBL222188,1813,A,6.0,chembl20,444912,9606,DRD2,1171,C1=CC=C2CCCC(C2=C1)NC(=O)CCCCCN3CCN(CC3)C4=CC=CC=C4
OPQCVWLIKQKWEU-CYSPOYASNA-N,76309671,1813,A,7.55006,pubchem,1113286,9606,DRD2,1171,FC(F)(F)C1=CC(N2CCN(CC2)CCC=3C=C4N=C(O)C(O)=NC4=CC3)=CC=C1
OPQVLALJVICCEZ-UHFFFAOYNA-N,25008437,24318,A,6.17328,pubchem,595543,10116,DRD2,1171,FC(F)(F)C1=CC=C(C2CCN(CC2)CC=3N(C=4C(N3)=CN=CC4)C)C=C1
OPTAOWZLDMSBKX-UEBCHADLNA-N,CHEMBL604102,1813,A,5.54,chembl20,610407,9606,DRD2,1171,C=1C=CC(=C2C=CC=CC12)S(C=3C=4C=C(C=CC4NN3)N5C[C@@H](CC5)N)(=O)=O
OPTJHAAZKYNBRY-UHFFFAOYNA-N,CHEMBL1081408,1813,A,6.8,chembl20,622007,9606,DRD2,1171,C1C2(C3=CC=C(C(=C3)C(F)(F)F)OC)C(CN1CCCSC4=NN=C(C5=C(N=CO5)C)N4C)C2
OPUKVGUEIVRYRA-UHFFFAOYNA-N,CHEMBL285906,24318,A,6.17,chembl20,62225,10116,DRD2,1171,C12=C(NC=3C1=CC=CC3)CC4N(C2CCC4)CCCCC5=CC=CC=C5
OPXIAQIQFMLKDK-UHFFFAOYNA-N,CHEMBL1940406,1813,A,7.39,chembl20,797751,9606,DRD2,1171,C=1C=C(OCCCN2CCC(CC2)C3=CC=C(C=C3)Cl)C=CC1F
OPXZUCQAQHHXSZ-UHFFFAOYNA-N,CHEMBL1834260,1813,A,6.32,chembl20,771231,9606,DRD2,1171,N1(CCN(CC1)CCCCC=2C=C(C=CC2)OC)CC=3OC=4C(C3)=CC=CC4
OPZKYIOCNPKDBN-CQSZACIVNA-N,CHEMBL90798,1813,A,6.63,chembl20,63048,9606,DRD2,1171,N#CC1=CC([C@H]2CN(CC)CCC2)=CC=C1
OPZKYIOCNPKDBN-CQSZACIVNA-N,CHEMBL90798,24318,A,5.63,chembl20,63043,10116,DRD2,1171,N#CC1=CC([C@H]2CN(CC)CCC2)=CC=C1
OQCBYARNXRSEMX-MRXNPFEDNA-N,24800527,24318,A,7.55284,pubchem,317241,10116,DRD2,1171,O(C=1C=C2C=3[C@H](N(CC2)CC)CC=4C(C3C1)=C(O)C=CC4)C
ORZPHDSNVICTTE-LBPRGKRZNA-N,CHEMBL225853,24318,A,6.13,chembl20,461138,10116,DRD2,1171,C1(=C(C2=C3C(C=4C(C[C@@H]3N(CC2)C)=CC(=C(C4)OC)O)=C1OC)Br)O
OSAUGWDHZYWLTI-UHFFFAOYNA-N,CHEMBL346512,1813,A,6.21,chembl20,61636,9606,DRD2,1171,N1(CCN(CC1)CCCN(C2CC=3C=C(O)C=CC3CC2)CCCC#N)C4=CC=CC=C4
OSBDFYCPKUJFJJ-BWSAMQRXNA-N,CHEMBL3133869,1813,A,6.81,chembl20,1299395,9606,DRD2,1171,C1N(CCN(C1)C2=C(C=CC=C2)OC)C/C=C/CNC(C3=CC=4C(N3)=CC=C(C4)OCCOCCOCCF)=O
OSBIAWPZBNFCQQ-QTJZUQOQNA-N,CHEMBL225368,1813,A,5.7,chembl20,439028,9606,DRD2,1171,C=1C=C2C3=C(C4=CC(CN([C@@H]4CC3=CN2)C)C(NC(C(NC(C(=O)N5C(CC6=C5C=CC=C6)C(=O)N)C(C)C)=O)CC7=CC=C(C=C7)N(=O)=O)=O)C1
OSEVIYJKDQCRJK-UHFFFAOYNA-N,CHEMBL1171644,24318,A,6.8,chembl20,643049,10116,DRD2,1171,C1N(C=2C=CC=CN2)CCN(CCCCCCN3CCN(CC3)C=4C=CC=CN4)C1
OSFSWZUCOBPVDJ-UHFFFAOYNA-N,CHEMBL43073,1813,A,6.12,chembl20,58761,9606,DRD2,1171,C1=2OCC(CC1=CC=CC2C3=CC=C(C(F)(F)F)C=C3)N(CCC)CCC
OSGRAXWRUKQVAN-LBOYIXSDNA-N,71660183,24318,A,5.89279,pubchem,750047,10116,DRD2,1171,N(C1CCC2=C(C1)C=C3NC=NC3=C2)(CCN4CCN(CC4)C5=CC=CC=C5)CCC
OSGRAXWRUKQVAN-LELJVTLKNA-N,CHEMBL2387704,24318,A,5.89,chembl20,961547,10116,DRD2,1171,C1=C2C(=CC3=C1CC(CC3)N(CCC)CCN4CCN(CC4)C5=CC=CC=C5)NC=N2
OSJJYEUEJRVVOD-TWSYTRIPNA-N,CHEMBL1909072,1813,A,8.87,chembl20,774751,9606,DRD2,1171,C1=CC=CC=2SC=3C(N(C12)CCCN4CCC(CC4)C(N)=O)=CC(=CC3)Cl
OSKPDOAXGBYHKG-UHFFFAOYNA-N,CHEMBL134448,24318,A,9.3,chembl20,62884,10116,DRD2,1171,C1=2OC(CNCCCOC=3C=CC=CC3)CCC1=CC=C(C2)O
OSLJBLWZZFAUQZ-UHFFFAOYNA-N,CHEMBL2387702,24318,A,6.9,chembl20,961547,10116,DRD2,1171,C=1C2=C(C=C3C1CC(CC3)N(CCC)CCN4CCN(CC4)C5=CC=CC=C5)C=CN2
OTODYHHNOABMMX-UHFFFAOYNA-N,CHEMBL543040,1813,A,6.21,chembl20,60221,9606,DRD2,1171,C1(=NOC(=C1)CCCCN2CCN(C(C3=CC=CC=C3)C4=CC=CC=C4)CC2)C=5SC=CC5
OTPPYWCIUOIPCN-LNNLXFCONA-N,10247701,1813,A,8.77989,pubchem,1113286,9606,DRD2,1171,N1(CCN(CC1)C=2C=3C(C=CC2)=CC=CC3)CCC=4C=C5NC=NC5=CC4
OTPPYWCIUOIPCN-LQFNOIFHNA-N,CHEMBL2298806,1813,A,8.78,chembl20,932187,9606,DRD2,1171,C(CN1CCN(CC1)C2=CC=CC=3C2=CC=CC3)C=4C=CC5=C(C4)N=CN5
OTTSZTXIWXPOIL-UHFFFAOYNA-N,CHEMBL593056,1813,A,6.1,chembl20,605062,9606,DRD2,1171,C1=CC=C2N=C(N(C2=C1)C)CN3CCC(CC3)C4=C(C=C(C=N4)C(F)(F)F)Cl
OTVFQSZCLHMKKL-YHSKDTNENA-N,CHEMBL2326490,1813,A,5.96,chembl20,939641,9606,DRD2,1171,C=1C2=C(C=C3C1CCN(CC3)C4CC4)SC(=N2)N
OTVQCHUIPJYASM-PKSOQXRJNA-N,CHEMBL103772,1813,A,5.65,chembl20,60211,9606,DRD2,1171,C=1(NC=C(N1)CN2CCN(C=3N=CC=CN3)CC2)C=4C=CC=CC4
OTVQCHUIPJYASM-QWOVJGMINA-N,188942,1813,A,5.64782,pubchem,63064,9606,DRD2,1171,N1(CCN(CC1)C2=NC=CC=N2)CC=3NC(=NC3)C=4C=CC=CC4
OVGOHHDHXOMVSA-UHFFFAOYNA-N,CHEMBL418526,24318,A,5.7,chembl20,58709,10116,DRD2,1171,N1(C(CC2(CC1=O)CCCC2)=O)OCCCN3CCN(CC3)C=4C(=C(C)C=CC4)C
OVGQZNMUHSYMFQ-UHFFFAOYNA-N,56966478,24318,A,7.61261,pubchem,1071728,10116,DRD2,1171,FC=1C=C2ON=C(C3CCN(CC3)CCCCOC4=CC=5OC(=O)C6C(=CCC6)C5C=C4)C2=CC1
OVGUUSWJYHCFLN-UHFFFAOYNA-N,CHEMBL244087,1813,A,6.5,chembl20,446342,9606,DRD2,1171,C1=CC2=C(CCN(CC2)CCCSC3=NN=C(N3C)C=4C=CC=CC4Cl)C=C1C5=NOC(=C5)C
OVGYXPASCXSXCK-UHFFFAOYNA-N,CHEMBL543438,13489,A,5.25,chembl20,58198,10090,DRD2,1171,C1(=C(C(=C(C(=C1F)F)F)F)F)OCC2CCN(CC3CC3)CC2
OVHSYOZHNXMGQC-ZDUSSCGKNA-N,CHEMBL401689,24318,A,6.21,chembl20,461138,10116,DRD2,1171,C1=2[C@@H]3CC4=C(C=C(C(=C4)OC)OC)C1=C(C(=C(C2CCN3C)Br)O)OC
OVLUKWRGJXXOHA-UHFFFAOYNA-N,CHEMBL136642,13489,A,5.09,chembl20,58198,10090,DRD2,1171,N1(CC=2C=CC=CC2)CCC(CC1)OCCCC3=CC=CC=C3
OVOKXZIXJGBAGX-UHFFFAOYNA-N,CHEMBL283247,1813,A,5.72,chembl20,60213,9606,DRD2,1171,C1=2C=3C4=C(NCC(C4)CCCC)C=NC3CCC1=CC(=C(C2)O)O
OVQXIVRARLGKOO-FTWSZGQTNA-N,CHEMBL133093,24318,A,5.24,chembl20,58689,10116,DRD2,1171,N1(C=2N=CC=CC2)CCN(CC1)[C@H]3C[C@@H]4CC[C@@H](NC(=O)C=5C=CC=CC5)C[C@H]4CC3
OVQXIVRARLGKOO-SOMMHMOYNA-N,CHEMBL2112745,1813,A,6.62,chembl20,59903,9606,DRD2,1171,N1(C=2N=CC=CC2)CCN(CC1)[C@@H]3C[C@@H]4CC[C@H](NC(=O)C=5C=CC=CC5)C[C@H]4CC3
OVQXIVRARLGKOO-SOMMHMOYNA-N,CHEMBL2112745,24318,A,5.96,chembl20,58689,10116,DRD2,1171,N1(C=2N=CC=CC2)CCN(CC1)[C@@H]3C[C@@H]4CC[C@H](NC(=O)C=5C=CC=CC5)C[C@H]4CC3
OVQXIVRARLGKOO-XIMMIWQLNA-N,CHEMBL335403,1813,A,7.98,chembl20,59903,9606,DRD2,1171,N1(C=2N=CC=CC2)CCN(CC1)[C@@H]3C[C@@H]4CC[C@@H](NC(=O)C=5C=CC=CC5)C[C@H]4CC3
OVQXIVRARLGKOO-XIMMIWQLNA-N,CHEMBL335403,24318,A,7.14,chembl20,58689,10116,DRD2,1171,N1(C=2N=CC=CC2)CCN(CC1)[C@@H]3C[C@@H]4CC[C@@H](NC(=O)C=5C=CC=CC5)C[C@H]4CC3
OVQXIVRARLGKOO-ZXOMZJNGNA-N,CHEMBL337848,24318,A,5.15,chembl20,58689,10116,DRD2,1171,N1(C=2N=CC=CC2)CCN(CC1)[C@H]3C[C@@H]4CC[C@H](NC(=O)C=5C=CC=CC5)C[C@H]4CC3
OVRYUDOMQFGLII-BAKOIFDKNA-N,CHEMBL2397480,1813,A,8.7,chembl20,966820,9606,DRD2,1171,C1C(=CC[C@H](C1)N(CCCCNC(C=2SC3=C(C2)C=CC=C3)=O)CCC)C#C
OVRYUDOMQFGLII-NAUSHLRJNA-N,CHEMBL2397479,1813,A,8.51,chembl20,966820,9606,DRD2,1171,C1C(=CC[C@@H](C1)N(CCCCNC(C=2SC3=C(C2)C=CC=C3)=O)CCC)C#C
OVSYCGRHGBIWAK-MPIMZMORNA-N,57383404,1813,A,6.45223,pubchem,1125899,9606,DRD2,1171,S1(=O)C2=C(N(C(=O)C3=C1C=CC=C3)C)C=C(C=C2)C(=O)NC4=CC=C(OC)C=C4
OVTLMIGCVPXGIF-UHFFFAOYNA-N,CHEMBL132455,1813,A,5.85,chembl20,60064,9606,DRD2,1171,N(C=1C=CC(=CC1)OCCNCCCOC=2C=CC=CC2)(=O)=O
OVWCWUCMWSYGNV-UHFFFAOYNA-N,CHEMBL136873,24318,A,6.55,chembl20,61763,10116,DRD2,1171,C1=2C(N3CC(C)(C)N(CC3)C)CC(C1=CC=C(C2)Cl)C=4C=C(F)C=CC4
OUEICZGYFSHCOY-LBOYIXSDNA-N,CHEMBL343444,24318,A,5.16,chembl20,61406,10116,DRD2,1171,N1(C(=C(C=2C=CC(=CC2)F)C=3C1=CC=C(C)C3)C)C4CCN(CC4)CCN5C(NCC5)=O
OUFIPQCJZNQOMQ-UHFFFAOYNA-N,CHEMBL2420893,1813,A,6.62,chembl20,977647,9606,DRD2,1171,N1(CCN(CC1)C=2C(=C(C=CC2)Cl)Cl)CC=3C=CC=CC3
OUJRMAKUNWMZPB-UHFFFAOYNA-N,CHEMBL3287392,1813,A,8.68,chembl20,1364910,9606,DRD2,1171,C1=2C=CC(=CN1N=CC2)OCCCCN3CCN(CC3)C=4C(=C(C=CC4)Cl)Cl
KGKQZJYUVGMBOX-UHFFFAOYNA-N,CHEMBL288466,24318,A,5.49,chembl20,62093,10116,DRD2,1171,C1(=CC(=O)C=2C(O1)=CC=C(OCCCCCCN3CCCCC3)C2)C4CCCC4
KGLCRCFZEDVRQZ-UHFFFAOYNA-N,CHEMBL144210,24318,A,6.16,chembl20,62886,10116,DRD2,1171,C=1(C(N(CCCCN2CCN(CC2)C=3C=C(C(F)(F)F)C=CC3)C(C1)=O)=O)C(C4=CC=CC=C4)C=5C=CC=CC5
KGMNPYRERCCGKH-UHFFFAOYNA-N,71455001,1813,A,6.2815,pubchem,694797,9606,DRD2,1171,S(=O)(=O)(NC1CCN(C1)CCOC2=CC(F)=CC=C2)C3=CC(F)=C(F)C=C3
KGMNSTTVWXNUOK-UHFFFAOYNA-N,CHEMBL1744000,24318,A,5.71,chembl20,60935,10116,DRD2,1171,C12(C=3C(=CC=CC3)CCC1)CCN(CC2)CC4CCCCC4
KGMWQXLGOCKKNE-LQFNOIFHNA-N,CHEMBL121315,24318,A,6.26,chembl20,61577,10116,DRD2,1171,C1(N(CC=2C(N1)=CC=CC2)CC3CCN(CC3)CC4OC5=CC=CC=C5OC4)=O
KGPBZECHWRAGLN-UHFFFAOYNA-N,CHEMBL396092,1813,A,7.08,chembl20,453345,9606,DRD2,1171,C1=CC=C2NC=C(C2=C1)CN3CCC(CC3)(C4=CC=CC(=C4)Cl)O
KGQVGHYBVLHORN-UHFFFAOYNA-N,CHEMBL3289987,1813,A,7.0,chembl20,1366809,9606,DRD2,1171,S(=O)(=O)(NCCCCN1CCN(CC1)C2=NOC=3C2=CC=CC3)C=4N5C(=NC4)C=CC=C5
KGSDZOIPSQXEKU-UHFFFAOYNA-N,CHEMBL68989,24318,A,5.42,chembl20,61412,10116,DRD2,1171,C1=2C3C(N(CCCC)CCC3)CCC1=CC=C(C2)OC
KGVROJQOCQABGA-HXTKINSTNA-N,CHEMBL490417,1813,A,6.5,chembl20,537457,9606,DRD2,1171,N=1C=2C=CC=C(N3CCN(CC3)CCC=4C=CC5=C(C4)NC(CO5)=O)C2C=CC1C
KGXORSYQQWGACD-UHFFFAOYNA-N,CHEMBL108979,1813,A,6.48,chembl20,60069,9606,DRD2,1171,C=1(N(C2=CC=CC=C2N1)CC3=CC=C(C=C3)Cl)SCC4=CC=C(CC(=O)OC)C=C4
KGZLHIUAOKRDKJ-UHFFFAOYNA-N,71451458,1813,A,7.4437,pubchem,694797,9606,DRD2,1171,ClC=1C=C(S(=O)(=O)NC2CCN(C2)CCOC=3C(SC)=CC=CC3)C=CC1
KDDUICUDCSCLSK-UHFFFAOYNA-N,CHEMBL344426,24318,A,7.62,chembl20,61763,10116,DRD2,1171,C1=2C(N3CC4(CCCCC4)N(CC3)C)CC(C1=CC=C(C2)Cl)C=5C=CC(=CC5)F
KDFKJOFJHSVROC-INIZCTEONA-N,440229,1813,A,7.04096,pubchem,729713,9606,DRD2,1171,O(C=1C=2CN3[C@@H](CC2C=CC1OC)C4=C(CC3)C=C(OC)C(O)=C4)C
KDFKJOFJHSVROC-MRXNPFEDNA-N,CHEMBL2334892,1813,A,6.98,chembl20,942281,9606,DRD2,1171,C=1(C(=CC2=C(C1)CCN3[C@@H]2CC4=C(C3)C(=C(C=C4)OC)OC)O)OC
KDGLPBJRODNQHP-UHFFFAOYNA-N,71817345,24318,A,7.41398,pubchem,764955,10116,DRD2,1171,OC=1C2=C(C(CCN(C)C)=CC1O)C=CC=3C2=CC=CC3
KIFIRJHNQIEAIU-HXTKINSTNA-N,CHEMBL190384,24318,A,6.49,chembl20,303249,10116,DRD2,1171,N1(C(=C2N=CC=C2N=C1O)O)CCN3CCN(CC3)C4=C(Cl)C=CC=C4
KILHLNJNPKNQHO-UHFFFAOYNA-N,CHEMBL313692,1813,A,5.46,chembl20,58461,9606,DRD2,1171,N1(C(=NC=2C1=CC=CC2)C=3C=CC(=CC3)OCCCN(CC)CC)CC=4C=CC(CN5C(=NC=6C5=CC=CC6)C7=CC=C(C=C7)OCCCN(CC)CC)=CC4
